id,hi_int_prncp_pd,acc_now_delinq,acc_open_past_24mths,addr_state,annual_inc,application_type,avg_cur_bal,bc_util,delinq_2yrs,delinq_amnt,dti,earliest_cr_line,emp_length,emp_title,grade,home_ownership,initial_list_status,int_rate,last_credit_pull_d,loan_amnt,mort_acc,num_sats,num_tl_120dpd_2m,num_tl_90g_dpd_24m,num_tl_30dpd,out_prncp_inv,pub_rec,pub_rec_bankruptcies,purpose,sub_grade,term,tot_coll_amt,tot_cur_bal,total_rec_late_fee,verification_status
5645,0,0,3,UT,50000,Individual,20584,79.5,0,0,33.41,Jun-2001,10+ years,Teacher,C,MORTGAGE,w,15.31,Jan-2019,14000,4,12,0,0,0,0,0,0,debt_consolidation,C5,60 months,0,247008,0,Source Verified
5646,0,0,7,NV,73000,Individual,4541,10.3,0,0,21.91,Jun-1998,8 years,Teacher,C,RENT,w,12.61,Feb-2019,3000,2,11,0,0,0,0,1,0,debt_consolidation,C1,36 months,0,49951,0,Source Verified
5647,0,0,2,NV,50000,Individual,25305,72.3,1,0,30.58,Jun-1993,2 years,Teacher,B,MORTGAGE,w,10.99,Feb-2019,11000,2,12,0,0,0,0,1,1,credit_card,B4,36 months,0,303665,0,Source Verified
5648,0,0,1,NV,76000,Individual,26054,79.3,1,0,24.68,Aug-1998,10+ years,Teacher,B,OWN,w,11.98,Dec-2018,25000,4,9,0,0,0,0,0,0,debt_consolidation,B5,36 months,0,234490,0,Source Verified
5649,0,0,1,AR,41460,Individual,15924,87.5,0,0,4.02,Aug-1999,10+ years,Teacher,B,OWN,w,9.43,Feb-2019,7200,0,3,0,0,0,5398.92,0,0,house,B1,36 months,103,47773,0,Source Verified
5650,0,0,4,AR,95000,Individual,25564,98.1,0,0,18.23,Jan-2002,4 years,Teacher,B,OWN,w,9.75,Nov-2018,20000,3,13,0,0,0,0,0,0,debt_consolidation,B3,36 months,0,332332,0,Source Verified
5651,0,0,3,AR,45000,Individual,1083,98.5,0,0,10.03,Jan-1991,9 years,Teacher,B,MORTGAGE,f,11.99,Feb-2019,10000,0,9,0,0,0,6262.79,0,0,credit_card,B5,36 months,94,9748,0,Source Verified
5652,0,0,4,GA,60000,Individual,4822,43.9,0,0,29.33,Sep-1996,3 years,Teacher,B,RENT,w,9.44,Feb-2019,16000,0,24,0,0,0,9442.27,0,0,other,B1,36 months,0,115738,0,Verified
5653,0,0,7,GA,52000,Individual,15919,96.9,0,0,28.33,Aug-1999,3 years,Teacher,E,MORTGAGE,w,20.99,Feb-2019,20750,1,15,0,0,0,1625.58,0,0,credit_card,E4,60 months,0,222859,0,Source Verified
5654,0,0,9,GA,70000,Individual,8294,86.2,0,0,24.22,Jun-1999,10+ years,Teacher,B,RENT,w,9.17,Feb-2019,10000,2,14,0,0,0,0,1,1,debt_consolidation,B2,36 months,0,99533,0,Verified
5655,0,0,21,GA,42000,Individual,6595,68.6,0,0,17.4,Jan-1999,10+ years,Teacher,D,MORTGAGE,w,16.55,Feb-2019,8400,4,18,0,0,0,0,1,1,debt_consolidation,D2,36 months,432,112112,0,Verified
5656,0,0,3,GA,52000,Individual,19446,98.7,0,0,12.14,Jan-2001,9 years,Teacher,C,RENT,w,14.99,Oct-2018,8950,2,6,0,0,0,0,0,0,debt_consolidation,C5,36 months,0,116674,0,Not Verified
5657,0,0,6,GA,73000,Individual,23680,0,1,0,25.38,Jan-1995,7 years,Teacher,C,MORTGAGE,w,13.99,Feb-2019,22000,2,9,0,0,0,0,0,0,debt_consolidation,C4,60 months,0,189440,0,Source Verified
5658,0,0,9,GA,71000,Individual,11006,44.6,0,0,9.31,Apr-1999,10+ years,Teacher,C,MORTGAGE,w,14.49,Feb-2019,18000,4,32,0,0,0,0,0,0,debt_consolidation,C4,36 months,0,330192,0,Not Verified
5659,0,0,1,GA,66900,Individual,36737,86.5,0,0,14.1,Nov-2004,10+ years,Teacher,B,MORTGAGE,w,10.07,Feb-2019,7200,3,6,0,0,0,5781.66,0,0,debt_consolidation,B2,36 months,0,220422,0,Not Verified
5660,0,0,4,GA,45000,Individual,14351,96.7,0,0,31.15,May-1983,< 1 year,Teacher,D,RENT,f,16.99,May-2018,3000,1,10,0,0,0,0,0,0,major_purchase,D3,36 months,0,143507,0,Verified
5661,0,0,0,GA,44000,Individual,5157,96.5,0,0,17.27,Mar-1992,6 years,Teacher,C,RENT,f,11.99,Dec-2017,4800,0,14,0,0,0,0,0,0,debt_consolidation,C1,36 months,245,72195,15,Not Verified
5662,0,0,3,GA,26000,Joint App,80849,5.8,0,0,8.54,Dec-2005,< 1 year,Teacher,A,MORTGAGE,w,6.67,Feb-2019,14000,2,5,0,0,0,11856.22,0,0,home_improvement,A2,36 months,0,404243,0,Not Verified
5663,0,0,4,MI,83000,Individual,11923,74.4,0,0,17.31,May-2005,10+ years,Teacher,C,MORTGAGE,w,14.49,Feb-2019,16000,1,16,0,0,0,0,0,0,debt_consolidation,C4,36 months,0,143077,27.53,Not Verified
5664,0,0,1,MI,54000,Individual,13089,93.5,0,0,27.07,Mar-2002,10+ years,Teacher,B,MORTGAGE,w,11.44,Feb-2019,6000,3,11,0,0,0,1697.08,0,0,debt_consolidation,B4,36 months,0,143976,0,Not Verified
5665,0,0,2,MI,74000,Individual,12408,94.4,0,0,21.42,Aug-1992,10+ years,Teacher,D,OWN,w,16.99,Feb-2019,14000,0,19,0,0,0,0,1,0,debt_consolidation,D3,60 months,0,235760,0,Not Verified
5666,0,0,6,MI,67000,Individual,24694,51.2,0,0,8.27,Dec-1996,10+ years,Teacher,F,RENT,w,23.7,Sep-2014,9600,4,6,0,0,0,0,0,0,debt_consolidation,F1,60 months,0,148161,0,Verified
5667,0,0,1,MI,85000,Individual,2497,67.2,0,0,9.67,Nov-1992,10+ years,Teacher,B,OWN,w,10.07,Feb-2019,10000,0,7,0,0,0,8283.62,0,0,home_improvement,B2,36 months,0,17476,0,Not Verified
5668,0,0,4,MI,83000,Individual,41263,98.3,0,0,20.2,Aug-1998,10+ years,Teacher,C,OWN,f,13.06,Feb-2019,25200,1,9,0,0,0,20416.25,1,1,debt_consolidation,C1,36 months,0,371369,0,Verified
5669,0,0,2,IN,40000,Individual,3712,47.4,0,0,6.75,Mar-2005,5 years,Teacher,A,OWN,w,5.32,Feb-2019,11500,0,3,0,0,0,7868.25,0,0,credit_card,A1,36 months,0,11135,0,Not Verified
5670,0,0,0,IN,55000,Individual,13925,46.7,0,0,8.49,Sep-2003,10+ years,Teacher,B,MORTGAGE,w,10.99,Dec-2018,15500,6,9,0,0,0,0,0,0,debt_consolidation,B4,60 months,0,125328,0,Not Verified
5671,0,0,6,IN,40000,Individual,12303,56.5,0,0,27.9,Oct-2010,4 years,Teacher,C,OWN,w,15.05,Feb-2019,10000,1,16,0,0,0,5165.16,0,0,debt_consolidation,C4,36 months,257,196847,0,Verified
5672,0,0,4,IN,70000,Individual,4629,67.7,0,0,24.61,May-1984,10+ years,Teacher,B,MORTGAGE,f,8.18,Feb-2019,12000,0,10,0,0,0,0,0,0,debt_consolidation,B1,36 months,0,41658,0,Not Verified
5673,0,0,1,KY,53000,Individual,3294,93.8,0,0,32.54,Feb-1998,10+ years,Teacher,C,MORTGAGE,w,11.99,Feb-2019,18000,0,14,0,0,0,0,0,0,credit_card,C1,60 months,0,46114,0,Not Verified
5674,0,0,3,KY,70000,Individual,9376,80.5,0,0,27.16,Oct-1996,10+ years,Teacher,E,RENT,f,18.99,Jan-2019,26500,0,9,0,0,0,0,0,0,debt_consolidation,E1,36 months,0,84384,0,Source Verified
5675,0,0,2,VA,63000,Individual,3859,32.5,0,0,19.56,Aug-2004,5 years,Teacher,A,RENT,w,5.32,Feb-2019,8000,0,18,0,0,0,239.8,0,0,debt_consolidation,A1,36 months,0,65597,0,Not Verified
5676,0,0,4,VA,44525,Individual,10765,85.1,0,0,23.4,Jul-2006,< 1 year,Teacher,B,RENT,w,10.47,Feb-2019,10000,0,7,0,0,0,8542.69,0,0,credit_card,B2,36 months,0,75353,0,Source Verified
5677,0,0,2,VA,52000,Individual,12990,35.5,0,0,10.89,Jul-2001,10+ years,Teacher,B,MORTGAGE,w,11.8,Feb-2019,15000,2,11,0,0,0,0,0,0,debt_consolidation,B4,60 months,0,142893,0,Not Verified
5678,0,0,1,VA,42500,Individual,5304,79.5,0,0,28.41,Mar-1995,10+ years,Teacher,B,RENT,w,10.15,Dec-2018,12000,0,7,0,0,0,0,0,0,credit_card,B2,36 months,744,31821,0,Not Verified
5679,0,0,5,VA,58000,Individual,3697,94.4,0,0,27.75,Nov-2008,4 years,Teacher,B,RENT,f,10.99,Feb-2017,16800,0,12,0,0,0,0,0,0,debt_consolidation,B3,60 months,0,44364,0,Verified
5680,0,0,6,VA,35000,Joint App,20270,95.7,1,0,71.78,May-1994,7 years,Teacher,D,MORTGAGE,w,18.45,Feb-2019,25000,3,13,0,0,0,0,0,0,debt_consolidation,D2,60 months,0,263507,0,Verified
5681,0,0,4,NJ,77000,Individual,2418,96,0,0,23.47,Nov-2004,8 years,Teacher,B,RENT,w,10.91,Feb-2019,12000,0,15,0,0,0,4954.01,0,0,debt_consolidation,B4,36 months,0,36264,0,Not Verified
5682,0,0,5,NJ,83000,Individual,4722,27,1,0,14.95,Oct-2003,1 year,Teacher,B,RENT,w,8.24,Feb-2019,6000,0,23,0,0,0,0,1,0,debt_consolidation,B1,36 months,0,108617,0,Not Verified
5683,0,0,2,NJ,40000,Individual,4794,7.1,0,0,34.91,Apr-2001,10+ years,Teacher,A,RENT,w,6.99,Feb-2019,3000,0,14,0,0,0,1241.66,0,0,vacation,A2,36 months,0,67110,0,Not Verified
5684,0,0,3,NJ,84000,Individual,2276,35.7,1,0,23.13,Mar-1979,10+ years,Teacher,A,OWN,w,7.26,Sep-2018,20000,0,21,0,1,0,0,0,0,credit_card,A4,36 months,0,45527,31,Not Verified
5685,0,0,7,NJ,65000,Individual,2875,89.7,0,0,12.17,Aug-1998,8 years,Teacher,D,OWN,w,18.24,Aug-2018,25000,3,11,0,0,0,0,0,0,debt_consolidation,D5,60 months,0,28749,0,Source Verified
5686,0,1,3,NJ,80000,Individual,3297,88.9,2,0,11.24,Aug-2003,10+ years,Teacher,C,RENT,w,13.49,Aug-2017,8000,0,9,0,0,1,0,0,0,debt_consolidation,C2,36 months,0,23081,0,Source Verified
5687,0,0,7,NJ,79000,Individual,11264,57.7,0,0,18.79,Aug-1990,10+ years,Teacher,C,MORTGAGE,f,15.61,Feb-2017,22000,4,16,0,0,0,0,0,0,debt_consolidation,C3,60 months,0,180216,0,Source Verified
5688,0,0,2,NJ,75000,Individual,36458,69.8,1,0,15.22,Dec-1993,10+ years,Teacher,B,MORTGAGE,f,9.99,Jun-2018,25000,2,9,0,0,0,0,0,0,credit_card,B3,36 months,0,328120,0,Source Verified
5689,0,0,7,NJ,50000,Individual,5014,93.4,0,0,19.9,Dec-2002,2 years,Teacher,D,RENT,f,15.61,Feb-2019,3600,0,20,0,0,0,0,0,0,vacation,D1,36 months,0,100282,0,Not Verified
5690,0,0,2,NJ,65000,Joint App,36189,38.9,1,0,17.52,Aug-1994,6 years,Teacher,A,MORTGAGE,w,7.21,Feb-2019,10000,4,10,0,0,0,8479.38,0,0,credit_card,A3,36 months,0,361885,0,Source Verified
5691,0,0,4,WI,42000,Individual,4815,27,5,0,21.03,Jul-2004,5 years,Teacher,B,MORTGAGE,w,10.15,Feb-2019,7500,2,22,0,0,0,0,0,0,debt_consolidation,B2,36 months,0,105938,0,Not Verified
5692,0,0,0,WV,34000,Individual,2864,6,0,0,12.35,Aug-2005,4 years,Teacher,A,RENT,w,5.32,Feb-2019,6000,0,19,0,0,0,0,0,0,major_purchase,A1,36 months,0,51549,0,Not Verified
5693,0,0,3,NE,70000,Individual,12478,79.7,9,0,10.53,Mar-1996,10+ years,Teacher,B,MORTGAGE,w,8.39,Feb-2019,5600,3,10,0,8,0,0,0,0,debt_consolidation,B1,36 months,0,124784,0,Source Verified
5694,0,0,4,KS,38000,Individual,5158,64.4,0,0,27.67,Aug-2002,10+ years,Teacher,A,MORTGAGE,w,7.89,Feb-2019,15000,0,13,0,0,0,1846.49,1,0,credit_card,A5,36 months,0,67058,0,Source Verified
5695,0,0,4,KS,50000,Individual,10122,81.7,0,0,23.16,Aug-2005,10+ years,Teacher,A,MORTGAGE,w,7.21,Feb-2019,7000,1,15,0,0,0,2349.03,0,0,credit_card,A3,36 months,0,141706,0,Not Verified
5696,0,0,0,KS,46000,Individual,22832,41.3,0,0,21.73,May-2001,7 years,Teacher,A,MORTGAGE,f,6.99,Feb-2019,11200,4,7,0,0,0,0,0,0,debt_consolidation,A3,36 months,0,159825,0,Not Verified
5697,0,0,1,KS,80000,Joint App,73098,99.5,0,0,15.71,Oct-2005,< 1 year,Teacher,B,MORTGAGE,w,8.24,Jan-2019,35000,4,6,0,0,0,0,0,0,debt_consolidation,B1,36 months,0,438587,0,Source Verified
5698,0,0,12,MD,95000,Individual,28444,18,0,0,9.07,Jul-1999,2 years,Teacher,A,RENT,w,6.67,Feb-2019,22500,0,13,0,0,0,19054.71,0,0,debt_consolidation,A2,36 months,0,341327,0,Not Verified
5699,0,0,4,MD,108000,Individual,31705,47,0,0,29.08,Jun-1982,10+ years,Teacher,A,MORTGAGE,w,7.24,Feb-2019,35000,5,17,0,0,0,13520.98,0,0,credit_card,A3,36 months,0,475568,0,Source Verified
5700,0,0,11,MD,79000,Individual,3060,0.1,1,0,12.35,Oct-2005,10+ years,Teacher,B,RENT,w,9.49,Jan-2019,1800,0,14,0,1,0,0,0,0,credit_card,B2,36 months,0,39780,0,Not Verified
5701,0,0,3,MD,78788.19,Individual,3791,96,0,0,24.7,Jun-1985,10+ years,Teacher,C,RENT,w,16.14,Feb-2019,2000,0,15,0,0,0,1912.29,0,0,medical,C4,36 months,0,56871,0,Not Verified
5702,0,0,7,MD,71000,Individual,10492,79.5,0,0,29.75,Sep-2005,10+ years,Teacher,B,MORTGAGE,w,10.91,Feb-2019,25000,0,11,0,0,0,13515.81,1,1,credit_card,B4,36 months,0,115413,0,Source Verified
5703,0,0,0,MD,33700,Individual,1006,57.6,0,0,10.4,Nov-2009,3 years,Teacher,B,RENT,f,9.17,Feb-2019,6000,0,10,0,0,0,0,0,0,debt_consolidation,B2,36 months,0,8048,0,Not Verified
5704,0,0,6,MD,35000,Individual,3960,83.2,0,0,23.83,Sep-1997,5 years,Teacher,C,RENT,f,12.69,Feb-2019,6000,0,8,0,0,0,0,1,1,debt_consolidation,C2,36 months,0,31683,30,Source Verified
5705,0,0,5,MD,72455,Individual,3072,94.9,0,0,25.16,Aug-2008,5 years,Teacher,C,RENT,f,17.1,Oct-2016,12000,0,11,0,0,0,0,0,0,credit_card,C5,36 months,0,33789,0,Source Verified
5706,0,0,8,AZ,54000,Individual,7541,24,0,0,19.22,Apr-2005,10+ years,Teacher,B,MORTGAGE,w,9.44,Feb-2019,6000,2,14,0,0,0,0,1,1,home_improvement,B1,36 months,0,105573,0,Not Verified
5707,0,0,3,AZ,62000,Individual,4403,70.2,0,0,14.05,Nov-1994,1 year,Teacher,B,MORTGAGE,w,10.91,Feb-2019,8000,1,5,0,0,0,3878.55,0,0,debt_consolidation,B4,36 months,0,22014,0,Not Verified
5708,0,0,2,AZ,60000,Individual,2068,48.4,1,0,29.14,Dec-2000,10+ years,Teacher,A,OWN,f,7.99,May-2018,13000,4,23,0,0,0,0,0,0,debt_consolidation,A5,36 months,0,43426,0,Not Verified
5709,0,0,5,AZ,69000,Individual,29627,61.5,0,0,24.28,Nov-1999,10+ years,Teacher,B,MORTGAGE,f,11.39,Feb-2019,10000,2,10,0,0,0,4582.83,0,0,home_improvement,B3,36 months,346,296266,0,Not Verified
5710,0,0,4,DE,62000,Individual,45888,60.5,0,0,17.85,Dec-2004,2 years,Teacher,B,MORTGAGE,w,11.22,Feb-2019,7725,8,13,0,0,0,0,0,0,credit_card,B5,36 months,0,550651,0,Not Verified
5711,0,0,1,MA,75000,Individual,6766,97,6,0,14.13,Aug-2001,8 years,Teacher,B,RENT,w,8.24,Feb-2019,9000,0,9,0,1,0,3508.54,0,0,credit_card,B1,36 months,0,60897,0,Source Verified
5712,0,0,5,MA,91000,Individual,3408,19.5,0,0,7.73,May-1994,10+ years,Teacher,A,MORTGAGE,w,6.24,Feb-2019,5500,4,9,0,0,0,0,0,0,debt_consolidation,A2,36 months,0,27265,0,Not Verified
5713,0,0,8,MA,62000,Individual,15954,34.3,1,0,15.21,Sep-2006,< 1 year,Teacher,B,MORTGAGE,w,9.17,Jul-2018,6000,1,12,0,0,0,0,0,0,home_improvement,B2,36 months,0,191453,0,Not Verified
5714,0,0,1,MA,72000,Individual,43359,79.6,0,0,4.13,Jun-1993,10+ years,Teacher,B,MORTGAGE,f,10.72,Feb-2019,16000,3,5,0,0,0,14551.94,0,0,credit_card,B2,36 months,0,216796,0,Not Verified
5715,0,0,2,MA,45000,Individual,2024,40,0,0,11.76,Sep-2001,< 1 year,Teacher,B,RENT,f,9.67,Jul-2015,8000,0,7,0,0,0,0,0,0,debt_consolidation,B1,36 months,0,14167,0,Not Verified
5716,0,0,8,MA,75000,Joint App,28718,34.8,0,0,28.45,Aug-2001,10+ years,Teacher,B,MORTGAGE,w,11.99,Jan-2019,35000,4,19,0,0,0,0,0,0,debt_consolidation,B5,60 months,0,516928,0,Source Verified
5717,0,0,4,MA,78000,Joint App,29343,25.5,0,0,20.63,Jan-2004,7 years,Teacher,A,MORTGAGE,w,6.11,Feb-2019,13000,2,11,0,0,0,11333.37,0,0,debt_consolidation,A1,36 months,0,322775,0,Not Verified
5718,0,0,4,AL,45000,Individual,5731,30.5,0,0,38.07,Aug-2009,3 years,Teacher,B,RENT,w,9.43,Feb-2019,5600,0,15,0,0,0,4344.21,0,0,credit_card,B1,36 months,0,85967,0,Not Verified
5719,0,0,6,AL,58327,Individual,24860,30.2,0,0,27.26,Jul-1999,10+ years,Teacher,B,MORTGAGE,w,9.17,Feb-2019,25000,8,10,0,0,0,4028.05,0,0,debt_consolidation,B1,60 months,0,248595,0,Source Verified
5720,0,0,5,AL,50000,Individual,11516,91,0,0,27.24,Oct-1997,1 year,Teacher,D,RENT,f,19.2,Aug-2015,21000,2,14,0,0,0,0,0,0,debt_consolidation,D3,60 months,0,115156,0,Verified
5721,0,0,7,DC,54700,Individual,41481,96.6,0,0,24.55,Jul-2004,5 years,Teacher,D,OWN,w,19.99,Dec-2018,4500,1,9,0,0,0,0,0,0,home_improvement,D4,36 months,0,373329,0,Not Verified
5722,0,0,6,MS,50000,Individual,24163,40.1,0,0,8.64,Mar-2003,3 years,Teacher,B,OWN,w,9.92,Feb-2019,8500,1,14,0,0,0,6385.6,0,0,credit_card,B2,36 months,420,314117,0,Not Verified
5723,0,0,5,MS,39000,Individual,3617,59.6,0,0,34.86,Feb-2004,5 years,Teacher,D,OWN,w,17.27,Jul-2016,1200,1,14,0,0,0,0,0,0,debt_consolidation,D3,36 months,0,54260,0,Source Verified
5724,0,0,3,WA,52000,Individual,13300,73.9,1,0,39.74,Nov-1989,10+ years,Teacher,C,MORTGAGE,w,13.99,Feb-2019,10000,1,15,0,0,0,0,0,0,major_purchase,C4,36 months,1125,186197,0,Verified
5725,0,0,5,WA,49000,Individual,5847,83.1,0,0,13.64,Mar-1998,1 year,Teacher,C,RENT,w,13.98,Oct-2016,15000,1,8,0,0,0,0,0,0,debt_consolidation,C3,36 months,0,35084,25.63,Verified
5726,0,0,0,WA,70000,Joint App,38533,47.7,0,0,10.95,Oct-2007,3 years,Teacher,A,MORTGAGE,w,7.02,Feb-2019,23000,2,7,0,0,0,21844.95,0,0,credit_card,A2,36 months,0,269734,0,Not Verified
5727,0,0,4,LA,20000,Individual,3778,58.5,0,0,28.09,Jun-1993,10+ years,Teacher,D,RENT,w,16.99,Feb-2019,2000,0,7,0,0,0,275.18,0,0,debt_consolidation,D1,36 months,0,26446,0,Source Verified
5728,0,0,6,LA,41000,Individual,22404,99,0,0,33.2,Sep-2011,< 1 year,Teacher,D,MORTGAGE,f,18.99,Mar-2018,3000,1,11,0,0,0,0,0,0,other,D4,36 months,0,246440,0,Verified
5729,0,0,2,SC,42000,Individual,14955,57.7,0,0,21.77,Jan-2003,10+ years,Teacher,B,MORTGAGE,w,10.91,Feb-2019,10000,2,9,0,0,0,5128.39,0,0,debt_consolidation,B4,36 months,0,134598,0,Not Verified
5730,0,0,4,SC,52000,Individual,16040,61.1,0,0,2.1,Mar-1999,5 years,Teacher,B,MORTGAGE,w,10.49,Feb-2019,13425,3,14,0,0,0,0,0,0,home_improvement,B3,36 months,0,224557,0,Source Verified
5731,0,0,3,SC,59000,Individual,4000,68.1,0,0,16.76,Sep-1999,< 1 year,Teacher,B,RENT,f,9.76,Feb-2019,3000,1,8,0,0,0,0,0,0,debt_consolidation,B3,36 months,1909,28001,0,Verified
5732,0,0,10,MN,90000,Individual,2480,7.9,0,0,10.44,Aug-2004,4 years,Teacher,C,MORTGAGE,w,14.46,Jul-2018,10300,2,22,0,0,0,0,1,1,debt_consolidation,C4,60 months,0,54560,0,Source Verified
5733,0,0,0,MN,85000,Individual,19824,94.7,1,0,8.17,Aug-1995,10+ years,Teacher,B,MORTGAGE,w,9.93,Sep-2018,5000,3,3,0,0,0,0,0,0,home_improvement,B2,36 months,0,59472,0,Not Verified
5734,0,0,0,MN,155000,Individual,40909,100.6,2,0,6.74,Aug-2000,10+ years,Teacher,A,MORTGAGE,f,6.99,Sep-2018,10000,4,7,0,0,0,0,0,0,debt_consolidation,A2,36 months,0,286362,0,Source Verified
5735,0,0,1,MN,75000,Joint App,58384,68.1,0,0,13.75,Oct-1999,6 years,Teacher,A,MORTGAGE,w,7.35,Feb-2019,24000,2,7,0,0,0,15287.84,0,0,debt_consolidation,A4,36 months,0,350303,0,Source Verified
5736,0,0,3,NM,47000,Individual,3618,96.6,0,0,28.52,Aug-1995,10+ years,Teacher,B,OWN,w,9.16,Oct-2017,12000,0,10,0,0,0,0,1,1,debt_consolidation,B2,36 months,0,36178,0,Verified
5737,0,0,6,NM,50000,Individual,13550,36.5,1,0,9.39,Mar-2003,6 years,Teacher,D,MORTGAGE,f,18.06,May-2018,4500,2,17,0,0,0,0,0,0,car,D2,36 months,0,230349,0,Source Verified
5738,0,0,9,WY,71000,Individual,17640,98.5,0,0,36.12,Nov-1992,7 years,Teacher,E,MORTGAGE,w,19.99,Sep-2018,24000,4,16,0,0,0,0,0,0,debt_consolidation,E4,60 months,0,282247,0,Verified
5739,0,0,5,RI,70000,Individual,1920,54.4,0,0,9.74,Feb-2002,10+ years,Teacher,A,MORTGAGE,w,5.32,Feb-2019,10000,2,13,0,0,0,598.23,0,0,credit_card,A1,36 months,0,23036,0,Not Verified
5740,0,0,4,ID,60000,Individual,19238,32.5,2,0,24.24,Jan-1993,10+ years,Teacher,B,MORTGAGE,w,10.42,Feb-2019,5000,3,20,0,0,0,2694.02,0,0,other,B3,36 months,0,384757,0,Not Verified
5741,0,0,4,CA,67000,Individual,24836,96.3,0,0,38.06,Nov-2004,3 years,director,E,MORTGAGE,w,21.18,Apr-2017,16800,2,12,0,0,0,0,0,0,debt_consolidation,E3,60 months,0,298027,0,Verified
5742,0,0,1,NY,250000,Individual,73249,55.8,3,0,8.17,Oct-1992,2 years,director,A,MORTGAGE,w,7.49,Nov-2017,20000,3,11,0,1,0,0,0,0,credit_card,A4,36 months,0,659244,0,Verified
5743,0,0,9,TX,80000,Individual,1204,42.3,0,0,7.41,Aug-2002,10+ years,director,D,RENT,w,16.59,Feb-2019,10000,0,10,0,0,0,4645.04,0,0,debt_consolidation,D2,60 months,0,12042,0,Not Verified
5744,0,0,6,NC,76704,Individual,2223,28,1,0,20.56,Oct-1998,10+ years,Principal,A,MORTGAGE,w,7.62,Sep-2015,22800,3,16,0,0,0,0,0,0,debt_consolidation,A3,36 months,0,35565,0,Source Verified
5745,0,0,9,CO,90000,Individual,16422,7.8,1,0,10.2,Oct-1996,10+ years,Principal,A,MORTGAGE,w,6.99,Feb-2019,7000,8,12,0,0,0,0,0,0,credit_card,A2,36 months,0,197059,0,Not Verified
5746,0,0,2,CA,175000,Individual,7944,73.9,1,0,9.26,Mar-2001,10+ years,Principal,B,RENT,w,11.99,Feb-2019,10000,0,7,0,0,0,5721.05,0,0,other,B5,36 months,0,55605,0,Not Verified
5747,0,0,2,CA,141390,Individual,4408,48.1,0,0,11.01,Sep-1993,7 years,Principal,A,MORTGAGE,w,7.35,Feb-2019,12800,3,10,0,0,0,6395.4,0,0,debt_consolidation,A4,36 months,0,35263,0,Not Verified
5748,0,0,3,CA,110000,Individual,23087,91,0,0,25.71,Jan-1992,9 years,Principal,B,MORTGAGE,f,13.53,May-2014,24000,4,16,0,0,0,0,0,0,debt_consolidation,B5,36 months,0,369388,0,Verified
5749,0,0,1,NY,65000,Individual,39843,1.1,0,0,0.46,Dec-2001,10+ years,Principal,D,RENT,w,20.89,Feb-2019,10000,2,4,0,0,0,8733.34,0,0,other,D4,36 months,0,159370,0,Not Verified
5750,0,0,4,NY,300000,Individual,2130,24.6,2,0,6.54,Jan-1985,< 1 year,Principal,A,RENT,w,7.84,Feb-2019,15000,1,20,0,0,0,12351.97,0,0,debt_consolidation,A4,36 months,0,42590,0,Source Verified
5751,0,0,6,TX,220000,Individual,45612,57,1,0,17.5,Aug-1995,1 year,Principal,A,MORTGAGE,w,8.9,Feb-2019,28000,5,14,0,0,0,0,0,0,debt_consolidation,A5,36 months,0,638565,0,Source Verified
5752,0,0,4,TX,95000,Individual,36086,6.1,0,0,11.74,Jan-2005,10+ years,Principal,A,OWN,w,6.08,Feb-2018,6500,4,11,0,0,0,0,0,0,medical,A2,36 months,0,396950,0,Source Verified
5753,0,0,3,TX,75000,Individual,8632,35.9,2,0,24.04,Oct-1988,2 years,Principal,B,RENT,f,9.44,Feb-2019,24000,1,6,0,2,0,13506.7,0,0,debt_consolidation,B1,36 months,0,43159,0,Not Verified
5754,0,0,1,NV,110000,Individual,24295,58.2,0,0,17.87,Jan-1991,5 years,Principal,A,MORTGAGE,w,6.97,Nov-2018,10000,2,16,0,0,0,0,0,0,credit_card,A3,36 months,0,340136,0,Source Verified
5755,0,0,2,GA,104000,Individual,30983,29.9,0,0,9.49,Apr-1994,3 years,Principal,B,MORTGAGE,w,8.49,Feb-2019,7800,6,10,0,0,0,0,1,1,credit_card,B1,36 months,342,309825,0,Not Verified
5756,0,0,7,GA,75000,Individual,6935,60.8,1,0,34.02,Aug-1993,< 1 year,Principal,D,MORTGAGE,f,15.99,Dec-2018,35000,1,22,0,0,0,0,0,0,debt_consolidation,D2,36 months,0,145630,0,Verified
5757,0,0,0,VA,120000,Individual,32296,4.3,0,0,10.57,Aug-2003,10+ years,Principal,A,MORTGAGE,w,7.39,Feb-2019,25000,2,7,0,0,0,0,0,0,debt_consolidation,A4,36 months,0,226069,0,Verified
5758,0,0,9,NJ,188000,Individual,33105,86.9,0,0,16.65,Sep-1996,10+ years,Principal,C,MORTGAGE,w,13.33,Jul-2016,4000,5,18,0,0,0,0,0,0,debt_consolidation,C3,36 months,0,562791,0,Verified
5759,0,0,2,AZ,51000,Individual,30156,97.2,0,0,7.88,Dec-1999,10+ years,Principal,B,MORTGAGE,w,9.75,Feb-2019,18000,1,7,0,0,0,0,0,0,credit_card,B3,36 months,0,211091,0,Source Verified
5760,0,0,2,MA,125000,Individual,34255,95.8,0,0,18.19,Mar-1990,6 years,Principal,B,MORTGAGE,w,9.99,Feb-2019,35000,5,13,0,0,0,0,0,0,home_improvement,B3,36 months,0,445313,0,Verified
